name,author,price
بوصلة الطريق,جيمس فيلان,110.00
المخ الأبله,دين برنيت,200.00
إلى رسائل نثرية,منال مطاوع,70.00
اَن في المرتفعات الخضراء,لوسي مود مونتغمري,150.00
لماذا ينتحر الناس؟!,محمد حسن غانم,85.00
منطق الظل,عبد الرحيم كمال,55.00
جنازة السيد الوالد,محمد لخديم,35.00
الأمعاء كنزك في بطنك,جوليا أندرز,280.00
سر المعبد الجزء الثانى,ثروت الخرباوي,75.00
سر المعبد الجزء الأول,ثروت الخرباوي,75.00
حكايات تاريخية,علي الحفناوى,80.00
جرما الترجمان,محمد حسن علوان,125.00
عاصفة في الجنة,ستيفان زفايغ,100.00
كاتيا,ليو تولستوي,70.00
الأمير الصغير,انطوان دو سانت اكزوبرى,80.00
النوم و الأرق,أحمد فؤاد الأهواني,40.00
النجاة في الحكمة المنطقية والطبيعية والإلهية,ابن سينا,125.00
مشكاة الأنوار,أبو حامد الغزالي,50.00
الحلاج أو صوت الضمير,أبكار السقاف,100.00
الإمتاع و المؤانسة,أبو حيان التوحيدي,200.00
التحدث بنعمة الله,جلال الدين السيوطى,140.00
الغوث الأعظم,عبد القادر الجيلانى,120.00
المبادئ الأساسية للفلسفة,جورج بوليتزير & جى بيس,120.00
المسيح يصلب من جديد,نيكوس كازانتزاكيس,170.00
منطق الطير,فريد الدين العطار النيسابورى,100.00
كتاب النوم,هيثم الوردانى,40.00
عائلة روبنسن السويسرية,يوهان دافد فيس,165.00
مغامرات روبن هود,هاورد بايل,180.00
رحلات غلفر,جوناثان سويفت,130.00
رجال صغار,لويزا ماي الكوت,165.00
الحب غابة أم حديقة؟,مريد البرغوثي,65.00
الإنسان والبحث عن المعنى,فيكتور إميل فرانكل,220.00
عزاءات الفلسفة,الان دو بوتون,205.00
يوميات وجيه غالي1/2,مي حواس,400.00
أوهام العقل,عادل مصطفى,235.00
إدارة الإرادة: مهارات ضرورية للحياة,علاء الدين عبد العزيز,120.00
مديح الظل العالي,محمود درويش,80.00
حصار لمدائح البحر,محمود درويش,112.00
أعراس,محمود درويش,80.00
هي أغنية هي أغنية,محمود درويش,80.00
ورد أقل,محمود درويش,80.00
محاولة رقم 7,محمود درويش,80.00
أحبك أو لا أحبك,محمود درويش,80.00
تلك صورتها وهذا انتحار العاشق,محمود درويش,64.00
حبيبتى تنهض من نومها,محمود درويش,64.00
العصافير تموت في الجليل,محمود درويش,64.00
اَخر الليل,محمود درويش,64.00
أوراق الزيتون,محمود درويش,80.00
لبنى: قصة امرأة حرة,هبه محمد على,50.00
خبايا: ليلة العرس الأحمر,أحمد يونس,20.00
المعلوماتية,عمرو شريف,180.00
البدايات والنهايات “أعوام نجيب محفوظ”,محمد شعير,70.00
تاريخ اللغات السامية,إسرائيل ولفنسون,240.00
اولاد حارتنا سيرة الرواية المح,محمد شعير,100.00
2 ضباط,عصام يوسف,85.00
1/4 جرام,عصام يوسف,85.00
اثقل من رضوى,رضوى عاشور,95.00
حيرة العائد,محمود درويش,128.00
ضجيج الجبل,ياسوناري كاواباتا,192.00
شيء عن الوطن,محمود درويش,192.00
عابرون في كلام عابر,محمود درويش,160.00
في انتظار البرابرة,محمود درويش,96.00
في وصف حالتنا,محمود درويش,160.00
سرير الغريبة,محمود درويش,128.00
أحد عشر كوكبا,محمود درويش,80.00
لماذا تركت الحصان وحيدا,محمود درويش,128.00
أرى ما أريد,محمود درويش,80.00
حالة حصار,محمود درويش,80.00
عاشق من فلسطين,محمود درويش,80.00
حرز مكمكم,أحمد ناجي,100.00
تاريخ الحضارة,شارل سنيوبوس,240.00
الحضارة اليهودية,ول ديورانت,224.00
الحضارة الإسلامية النشأة والنهوض,ول جيمس ديورانت,256.00
حضارة اليابان,ول جيمس ديورانت,144.00
صرصار الليل على الموقد,تشارلز ديكنز,96.00
الغجر يحبون أيضا,واسيني الأعرج,192.00
أعجوبة الحياة,ملتن ليفن - جين سيلجمان,105.00
مرايا سائلة,حسين البرغوثي,96.00
سقوط الجدار السابع: الصراع النفسي في الأدب,حسين البرغوثي,128.00
نساء كازانوفا,واسيني الاعرج,256.00
حكاية العربي الأخير 2084,واسيني الاعرج,240.00
الرسائل مع سميح القاسم,محمود درويش,192.00
من يحتاج إلى الامتحانات؟,جون وايت,128.00
مولانا جلال الدين الرومي القصا,,160.00
أيام بورمية,جورج أورويل,288.00
جوهر الرومي : رحلة مع مولانا جلال الدين الرومي وارتحال في عوالمه,جون بالدوك,224.00
لمن تقرع الأجراس؟,إرنست همنجواي,320.00
الرسائل الفلسفية,فولتير,128.00
أحلام العودة – ثلاثية اليهود 3,كمال رحيم,100.00
دروس الحب,ألان دو بوتون,140.00
محاورات السعادة والشقاء,لوكيوس أنايوس سينيكا,170.00
الله فى الفلسفة الحديثة,جيمس كولينز,250.00
ما خفي: مصر بين فاروق وناصر في الصحافة الأمريكية,أسامة حمدي,130.00
أيام الشتات – ثلاثية اليهود 2,كمال رحيم,130.00
بعد ما يناموا العيال,عمر طاهر,55.00
ثورة 1919 في الادب والسينما,دينا حشمت,85.00
فقه العشق,يوسف زيدان,35.00
جر ناعم,عمر طاهر,40.00
شجون عربية,يوسف زيدان,40.00
فقه الحب,يوسف زيدان,35.00
غربة عرب,يوسف زيدان,40.00
دوامات التدين,يوسف زيدان,90.00
اللاهوت العربى واصول العنف الد,يوسف زيدان,65.00
طيران,محمد أ.جمال,95.00
استدعاء ذاتي,بليك كراوتش,185.00
الخيط الرفيع,احسان عبد القدوس,55.00
الصهاينة لصوص اثار و تاريخ وجغرافيا,بسام الشماع,60.00
نقطة النور,بهاء طاهر,85.00
ديوان فوضى المشاعر,مدحت العدل,50.00
غرفة 304,عمرو عزت,35.00
ربع جرام سكر,محمود زكي,50.00
بوح الجدران,محمد سمير ندا,60.00
يوميات فقيه حنبلى من القرن الخ,أبو علي الحسن الحنبلي,145.00
ثمن التنوير حوارات مع فلاسفة ألمان,كرم أبو سجلي,135.00
الشرق و الغرب,رينيه جينو,130.00
المرأة ونقل المعرفة الدينية في الإسلام,أسماء سيد,150.00
العنصرية كما اشرحها لابنتي,الطاهر بن جلون,170.00
طوق الحمامة في الألفة والألاف,ابن حزم الأنداسى,360.00
دستور الأخلاق فى القراَن,محمد عبد الله دراز,450.00
ربما عليك أن تكلم أحداً,لوري غوتليب,255.00
رمضانك سمارت,هبة أنور,110.00
بدائع الخيال,ليو تولستوي,45.00
نور الأندلس,أمين الريحاني,50.00
رحلة الأندلس,محمد لبيب البتنوني,60.00
عبارة غزل,فريدة الشوباشي,40.00
الزوجة المكسيكية,ايمان يحيى,90.00
التائه,جبران خليل جبران,45.00
رمل و زبد,جبران خليل جبران,45.00
العواصف,جبران خليل جبران,60.00
دمعة و ابتسامة,جبران خليل جبران,75.00
الموسيقى,جبران خليل جبران,45.00
ذكر شرقي منقرض,محمد طه,80.00
كقطة تعبر الطريق,حاتم حافظ,85.00
قارئة القطار,إبراهيم فرغلي,85.00
فتاة القطار,بولا هوكينز,175.00
متجر التحف القديم 1/2,تشارلز ديكنز,350.00
الرواية رحلة الزمان والمكان,مصطفى الفقي,150.00
ما بدا لك,أمين حداد,42.00
رأيت رام الله,مريد البرغوثى,82.00
الوتد,خيرى شلبى,42.00
مدن الملح 5/1,عبد الرحمن منيف,"1,300.00"
بالامس حلمت بك,بهاء طاهر,25.00
ذهبت الى شلال,بهاء طاهر,38.00
انا الملك جئت,بهاء طاهر,38.00
الخطوبة,بهاء طاهر,75.00
شرق النخيل,بهاء طاهر,18.00
خالتى صفية والدير,بهاء طاهر,55.00
قالت ضحى,بهاء طاهر,40.00
القداس الأخير,ولاء كمال,90.00
مائدة الاعتراف,أغر الجمال,70.00
في العشق الالهي,جلال الدين الرومي,45.00
كتاب الصدق,أبو سعيد الخراز,45.00
الثورة الذهنية,منصور الجنادي,100.00
صالة أورفانيللي,أشرف العشماوي,135.00
حكمة بكر,رهام راضي,65.00
كن أنت: رحلة البحث عن ذاتك الكونية,ايهاب حمارنة,140.00
البطل بألف وجه,جوزيف كامبل,200.00
بوابات الجحيم 6: صندوق نهاية العالم,عمرو المنوفي,45.00
اسمي بولا,أيمن الحكيم,99.00
انتهى زمن الفرص الضائعة,أنيس منصور,70.00
الجريمة العثمانية,وليد فكري,85.00
حكايات المماليك المصرية,هانى حمزة,75.00
ًسأخبرك شيئاً يجعلك سعيدا,سارة عبد الرحمن,100.00
كتابيه سنوات الجامعة العربية,عمرو موسى,235.00
صولو,نور عبد المجيد,125.00
الرجل الذى باع رأسه,يوسف عز الدين عيسى,75.00
وكر الوطاويط,إحسان عبد القدوس,85.00
طوق الحمامة فى الإلف والألاف,ابن حزم الأندلسي,80.00
زمني و زمن غيري,محمود عزت,50.00
المسلم اليهودي,كمال رحيم,120.00
حكايات العمر كله,سمير صبري,110.00
جولة تفصيلية فى قلب على وشك السقوط,ندى الشبراوى,25.00
بعلم الوصول,احمد خير الدين,60.00
دم الحسين,ابراهيم عيسى,45.00
أشباح وطنية,ابراهيم عيسى,60.00
البلدة الأخرى,ابراهيم عبد المجيد,95.00
دستينو,احمد القرملاوى,45.00
بهجة الحياة البسيطة,فرانسين جاي,150.00
ألبوم صور قديمة,ابراهيم عيسى,60.00
مشارف الخمسين,ابراهيم عيسى,30.00
شخصيات حية من الاغاني,محمد المنسي قنديل,90.00
دم على نهد,ابراهيم عيسى,60.00
ادم المصرى,هشام الخشن,40.00
نداء أخير للركاب,احمد القرملاوى,75.00
أمطار صيفية,احمد القرملاوى,60.00
جرافيت,هشام الخشن,50.00
كتيبة سوداء,محمد المنسي قنديل,110.00
ثلاث حكايات عن الغضب,محمد المنسي قنديل,25.00
انكسار الروح,محمد المنسي قنديل,75.00
الإسكندرية في غيمة,ابراهيم عبد المجيد,65.00
انا عشقت,محمد المنسي قنديل,95.00
الوان يناير,ابراهيم عيسى,50.00
بيت الياسمين,ابراهيم عبد المجيد,20.00
عالم صوفي,جوستاين غاردر,160.00
معنى الوطن,مرفت عبد الناصر,30.00
صالح هيصة,خيرى شلبى,68.00
عن أشياء تؤلمك,أحمد عبد اللطيف,120.00
حكايات التعب والشفاء,نبيل القط,95.00
عملية الحضور رحلة إلى داخل إدراك اللحظة الحالية,مايكل براون,150.00
نابليون و القرد,محمد عبدالله سامي,70.00
التربية فى الإسلام,أحمد فؤاد الاهواني,150.00
الله والدين والحقيقة,المهاتما غاندى,80.00
صورة مع أنور وجدي,أحمد عبد المنعم رمضان,50.00
حدث بالفعل 4,محمد عصمت,45.00
الرضاعة كتالوج الأمومة,مروة مسعد,120.00
عوالم سفلية,سامح شوقي,95.00
الفلسفة الفرنسية من ديكارت إلى سارتر,جان فال,100.00
اليوميات: 1923-1910,فرانز كافكا,150.00
الفلسفة الشرقية,محمد غلاب,130.00
أضواء الشمال,فيليب بولمان,205.00
ما وراء القمر,محمد سلماوى,30.00
فى حضرة نجيب محفوظ,محمد سلماوى,60.00
اجنحة الفراشة,محمد سلماوى,40.00
عشر برديات مصرية: تأملات قصصية من وحي التاريخ,محمد سلماوي,80.00
النظرة الأخيرة,دينا طاهر,90.00
هو أنت,رشا زيدان,80.00
كل الشهور يوليو,أبراهيم عيسى,150.00
كيف تشاهد فيلماً سينمائياً,محمود عبد الشكور,70.00
افيش السينما المصرية,محمود قاسم,100.00
أنا والسينما,ابراهيم عبد المجيد,85.00
الكاتبات والوحدة,نورا ناجي,35.00
طبيب أرياف,محمد المنسي قنديل,95.00
الخيميائي,باولو كويلو,152.00
كلمة السر الحرية الجزء 2,عادل حمودة,140.00
حي بن يقظان,ابن سينا & السهرودى & ابن طفيل,50.00
بنات القمر,عادل حمودة,90.00
اليوميات 1938-1942,جورج اورويل,150.00
الكبرياء والهوى,جين اوستن,80.00
قصص وروايات قصيرة,انطون تشيخوف,120.00
التصوف الثورة الروحية فى الإسلام,ابو العلا عفيفى,70.00
قواعد السطوة,روبرت جرين,200.00
موجز تاريخ العالم,هربرت جورج ويلز,120.00
الإسلام والإنسان,محمد شحرور,240.00
زرايب العبيد,نجوى بن شتوان,252.00
أم الكتاب وتفصيلها,محمد شحرور,300.00
الإسلام والإيمان,محمد شحرور,300.00
الدين والسلطة: قراءة معاصرة للحاكمية,محمد شحرور,300.00
همس النجوم,نجيب محفوظ,60.00
الدولة والمجتمع هلاك القرى وازدهار المدن,محمد شحرور,300.00
تجفيف منابع الإرهاب,محمد شحرور,300.00
القصص القرآنى قراءة معاصرة,محمد شحرور,240.00
الكتاب والقرآن,محمد شحرور,360.00
القصص القرآني: قراءة معاصرة الجزء الاول,محمد شحرور,240.00
الحب فى زمن النفط,نوال السعداوى,160.00
الخبز الحافى,محمد شكرى,200.00
كلاب الراعى,أشرف العشماوي,85.00
سبيل الغارق,ريم بسيوني,100.00
مذكرات صلاح أبو سيف,عادل حمودة,80.00
مذكرات هاني شنودة,مصطفي حمدي,60.00
ساكن في سواد النني,نهال كمال,80.00
بساتين البصرة,منصورة عز الدين,58.00
أسطورة السكير المقدس ومصير ناظر المحطة,جوزيف روث,55.00
ملك الترسو فريد شوقي,إيريس نظمي,70.00
الملك والكتابة 1: جورنال الباشا,محمد توفيق,80.00
الملك والكتابة 3 – قصة الصحافة والسلطة في مصر,محمد توفيق,80.00
الملك والكتابة 2: حب وحرب وحبر,محمد توفيق,80.00
للسعادة وجوه أخرى,هدى السبكى,120.00
أمواج أكما,عمرو عبد الحميد,95.00
ورثة اَل الشيخ,أحمد القرملاوي,75.00
سفينة نيرودا,إيزابيل ألليندي,140.00
10 دقائق و 38 ثانية فى هذا العالم الغريب,أليف شافاك,160.00
إبنة الحظ,إيزابيل الليندي,275.00
البنت التي لا تحب اسمها,أليف شافاك,115.00
بنات حواء الثلاث,اليف شافاك,180.00
قواعد العشق الأربعون,اليف شافاك,190.00
سيدات القمر,جوخة الحارثى,85.00
نساء ولكن,نور عبد المجيد,120.00
خسوف,ستيفانى ماير,104.00
فوضى الحواس,احلام مستغانمى,125.00
عابر سرير,احلام مستغانمى,125.00
نمط غير شائع,توم هانكس,150.00
من كتبي,ان فاديمان,100.00
ظل الريح,كارلوس زافون,228.00
الديوان الإسبرطي,عبد الوهاب عيساوي,120.00
متاهة الأرواح,كارلوس زافون,320.00
الشبح الذي جاء يعتذر,,130.00
ما لم تروه ريحانة,ادهم العبودي,50.00
مقتل الرجل الكبير,ابراهيم عيسى,60.00
مولانا,ابراهيم عيسى,160.00
الخراب: كتاب عن الأمل,مارك مانسون,170.00
جنتلمان في موسكو,امور تاولز,275.00
إذما,محمد صادق,85.00
كيمو شهريار التجمع,إيهاب معوض,75.00
لك,وائل برهان,120.00
منك,وائل برهان,90.00
النازيون العرب,رامي رافت,75.00
سلام,أحمد عبد المجيد,55.00
شهرزاد اون فاير,هبة السواح,80.00
أبى الذي أكره,عماد رشاد عثمان,85.00
أرباب الشر,وليد فكري,65.00
خريدة القاهرة,حامد محمد حامد,60.00
العشاء الأخير,ميسرة الدندراوي,80.00
توماس راسل حكمدار القاهرة,توماس راسل,95.00
طه الغريب,محمد صادق,65.00
Expired,ريهام حلمى,70.00
خطايا صغيرة,احمد عبد المجيد,60.00
أيام من دم,وليد فكرى,65.00
لأ بطعم الفلامنكو,محمد طه,85.00
ًأحببت وغدا,عماد رشاد عثمان,70.00
الأخرى,نشوى صلاح,65.00
واي من لوف,ايهاب معوض,65.00
عزيزتي ليلى,شريف عمار,35.00
سكن,ريهام حلمى,70.00
كتالوج سي السيد,ايهاب معوض,75.00
أساطير مقدسة,وليد فكرى,50.00
أنت فليبدأ العبث,محمد صادق,85.00
سندريلا سيكريت,هبة السواح,75.00
أرنى أنظر إليك,خولة حمدي,85.00
لا مكان للملل,احمد خالد توفيق,60.00
ضحكات كئيبة,احمد خالد توفيق,55.00
لست وحدك,احمد خالد توفيق,55.00
أين المفر,خولة حمدي,95.00
قلادة مردوخ,احمد سعد الدين,50.00
وساوس وهلاوس,احمد خالد توفيق,50.00
فقاقيع,احمد خالد توفيق,50.00
الان نفتح الصندوق الجزء الثالث,احمد خالد توفيق,40.00
الأن نفتح الصندوق الجزء الثاني,احمد خالد توفيق,45.00
الان نفتح الصندوق “الجزء الأول”,احمد خالد توفيق,50.00
عقل بلا جسد,احمد خالد توفيق,50.00
الأن أفهم,احمد خالد توفيق,40.00
زغازيغ,احمد خالد توفيق,45.00
موسوعة الظلام,احمد خالد توفيق,45.00
قهوة باليورانيوم,احمد خالد توفيق,40.00
أفلام الحافظة الزرقاء,احمد خالد توفيق,60.00
حظك اليوم,احمد خالد توفيق,40.00
قصاصات قابلة للحرق,احمد خالد توفيق,35.00
يحدث ليلاً فى الغرفة المغلقة,مروى جوهر,95.00
فضحكت فبشرناها,رولا خرسا,90.00
ساعتين وداع,أحمد مهنى,90.00
لاعب الشطرنج,ستيفان زفايغ,55.00
الهيلثي,نورهان قنديل,95.00
رحلة إلى معرفة الله,علاء عبد الحميد,95.00
ظل الأرض,نبيل فاروق,85.00
النوم الأسود,مروى جوهر,95.00
ما رواه البحر,ساندرا سراج,90.00
12 شهر اعترافات,غادة كريم,90.00
شغف السينما,نبيل فاروق,65.00
كونسيلر,نرمين نحمدالله,140.00
لقلبي حكايتان,احمد مدحت سليم,95.00
لا تخافوا ولا تحزنوا,هبة يس,90.00
كيف وصل إلينا هذا الدين,علاء عبد الحميد,75.00
إلى ما لا نهاية,ساندرا سراج,85.00
منزل التعويذة,مروى جوهر,95.00
مكعب ثلج,غادة كريم,85.00
الزعفرانة,احمد سلامة,110.00
ما لا نبوح به,ساندرا سراج,95.00
كتالوج الحب,غادة كريم,65.00
وأنا أحبك يا سليمة,شريف سعيد,65.00
رسائل حريمي جداً,غادة كريم,80.00
أيام النوافذ الزرقاء,عادل عصمت,75.00
في أثر عنايات الزيات,أيمان مرسال,100.00
الوصايا,عادل عصمت,100.00
لماذا يريد الرجل وترفض المرأة؟,شريف عرفة,90.00
شلة ليبون,هشام الخشن,60.00
إحنا مين,وسيم السيسي,45.00
محاضرات تاريخ الأمم الإسلامية “الدولة العباسية”,الشيخ محمد الخضري بك,190.00
للقلب مرسى أخير,رشا سمير,95.00
غرفة المسافرين,عزت القمحاوي,85.00
اللوكاندة,ناصر عراق,90.00
محاضرات تاريخ الأمم الإسلامية: الدولة الأموية,الشيخ محمد الخضرى بك,130.00
بيت القبطية,أشرف العشماوي,65.00
حتى لا يطير الدخان,إحسان عبد القدوس,65.00
فتح العرب لمصر,ألفريد ج. بتلر,165.00
المسكوت عنة في التاريخ,وسيم السيسى,80.00
أنت مني,نور عبد المجيد,110.00
يعنى أيه راجل؟,رشا سمير,75.00
سيدة الزمالك,أشرف العشماوي,90.00
المقاعد الخلفية,نهلة كرم,95.00
إنسان بعد التحديث,شريف عرفة,95.00
رغم الفراق,نور عبد المجيد,95.00
سألقاك هناك,رشا سمير,110.00
ذكريات محرمة,نور عبد المجيد,110.00
تذكرة وحيدة للقاهرة,أشرف العشماوي,130.00
ونسيت أنى امرأة,احسان عبد القدوس,60.00
شيء في صدري,احسان عبد القدوس,100.00
النبي,جبران خليل جبران,45.00
أنا حرة,احسان عبد القدوس,50.00
لاَخر العمر,ميسون سرور,100.00
نادر فوده 5: العين الثالثة,أحمد يونس,50.00
نادر فوده 4: عمارة الفزع,أحمد يونس,50.00
نادر فوده 3: النقش الملعون,أحمد يونس,50.00
نادر فوده 2: كساب,أحمد يونس,50.00
لاسكالا,نور عبد المجيد,100.00
الجثة الخامسة الجزء الثاني,حسين السيد,60.00
النيدلان,محمد عصمت,40.00
حدث بالفعل,محمد عصمت,45.00
راجعين يا هوى,تامر عبدة أمين,70.00
حكايات نسائية جدا,فاطمة يوسف,50.00
أصل الحكاية,أحمد شقير,80.00
حارس العشق الالهي,ادهم العبودى,90.00
رسالة التوحيد,محمد عبده,60.00
من علم عبد الناصر شرب السجائر؟,عمر طاهر,55.00
لن نصنع الفلك,بلال علاء,65.00
خواطر سطحية سخيفة عن الحياة والبشر,احمد خالد توفيق,50.00
حكايات من دفتر الوطن,صلاح عيسى,150.00
جبل الرمل,رندا شعث,150.00
أحمر لارنج,شارل عقل,80.00
يوميات كامل الشناوي,كامل الشناوي,250.00
كونداليني,ميرنا الهلباوي,50.00
ترتيبات عشوائية,دنيا كمال,60.00
كنت شاباً في الثمانينيات,محمود عبد الشكور,140.00
نظرية برما,عمر طاهر,65.00
كتاب الونس,حسام مصطفى إبراهيم,65.00
أبنك علي ما تربيه,ايهاب ماجد,60.00
الإنس و الجبس,احمد عاطف,65.00
علاقات خطرة,محمد طه,60.00
حروب الرحماء,ابراهيم عيسى,150.00
ألبومات عمر طاهر الساخرة,عمر طاهر,85.00
المولودة,نادية كامل,150.00
لك وحدك,رشا زيدان,80.00
مر مثل القهوة حلو مثل الشوكولا,ميرنا الهلباوي,45.00
كنت حمار .. وأشياء أخرى,هشام منصور,65.00
يوماً أو بعض يوم,محمد سلماوى,120.00
أثر النبي,عمر طاهر,35.00
تجديد جورج أورويل,جلال امين,60.00
آداب النفوس,الحارث بن اسد المحاسبى,40.00
منازل السائرين إلى الحق عز شأنه,عبدالله بن محمد الانصارى,45.00
التنوير في إسقاط التدبير,ابن عطاء الله السكندرى,55.00
الحكم العطائية,ابن عطاء الله السكندرى,40.00
كل هذا الهراء,عز الدين شكرى فشير,60.00
صنايعية مصر,عمر طاهر,75.00
عناق عند جسر بروكلين,عز الدين شكرى فشير,55.00
رحلة الدم,ابراهيم عيسى,150.00
هوامش الفتح العربي لمصر,سناء المصرى,70.00
صانع الظلام,تامر إبراهيم,90.00
إذاعة الأغانى,عمر طاهر,60.00
روح,رشا زيدان,65.00
الباب المفتوح,لطيفة الزيات,90.00
شربة الحاج داود,احمد خالد توفيق,70.00
الهول,احمد خالد توفيق,55.00
عشق,احمد عبد المجيد,70.00
الجثة الخامسة,حسين السيد,60.00
ترنيمة سلام,احمد عبد المجيد,60.00
علامات الحب السبعة,غادة كريم,60.00
محطة الرمل,احمد سلامة,90.00
أن تبقى,خولة حمدي,85.00
غربة الياسمين,خولة حمدي,95.00
فى قلبى انثى عبرية,خولة حمدي,95.00
اصحاب الكاريزما,ايهاب فكرى,80.00
المدن غير الموصولة,محمود قطب,70.00
الخروج من الفقاعة,ابراهيم شلبى,70.00
فاقد الحب يعطيه,رانيه حسين امين,140.00
سنة فى قنا,هديل غنيم,75.00
ملك الاشياء,طارق عبد الباري,85.00
مصر من تالت,مؤمن المحمدى,65.00
دم المماليك,وليد فكرى,50.00
هيبتا,محمد صادق,65.00
تاريخ شكل تاني,وليد فكرى,55.00
الرجال من بولاق والنساء من اول,ايهاب معوض,50.00
تاريخ فى الظل,وليد فكرى,65.00
بضع ساعات فى يوم ما,محمد صادق,40.00
بنت شيخ العربان,ميرال الطحاوي,100.00
على خط جرينتش,شادي لويس,75.00
الغرق: حكايات القهر والونس,حمور زيادة,80.00
شوق الدرويش,حمور زيادة,100.00
تاريخ مصر فى العصور الوسطى,ايمن فؤاد سيد,175.00
الحرمان الكبير,نور عبد المجيد,90.00
البارمان,أشرف العشماوي,65.00
المرشد,أشرف العشماوي,85.00
انا شهيرة,نور عبد المجيد,85.00
انا الخائن,نور عبد المجيد,90.00
تويا,أشرف العشماوي,75.00
سرقات مشروعة,أشرف العشماوي,140.00
في كل أسبوع يوم جمعة,ابراهيم عبد المجيد,95.00
الطبخ المصري الأصيل,نيهال لهيطة,300.00
الحب والصمت,عنايات الزيات,65.00
فجر الضمير,جيمس هنري برستد,90.00
حدث في برلين,هشام الخشن,80.00
تلال الأكاسيا,هشام الخشن,55.00
جوارى العشق,رشا سمير,125.00
فن الكلام,ايهاب فكرى,80.00
سحر الدنيا,مصطفى حسني,80.00
بواب العبارة,محمد هنيدي,75.00
رأفت الهجان,صالح مرسي,150.00
عالم اليقين,سناء البيسى,190.00
مذكرات كاريوكا,محمد توفيق,85.00
أولاد الناس: ثلاثية المماليك,ريم بسيونى,150.00
استمارة 6,خالد حبيب,55.00
مرشد سياحي,ريم بسيونى,55.00
صرخة الرعب 10 شاطئ الاشباح,,30.00
صرخة الرعب 6 حفلة الزومبي,,30.00
الحب على الطريقة العربية,ريم بسيونى,80.00
بائع الفستق,ريم بسيونى,55.00
دكتورة هناء,ريم بسيونى,50.00
“اللوتس” حكاية زهرة تحتضن الوجود,مرفت عبد الناصر,70.00
إيمحوتب,مرفت عبد الناصر,55.00
حياة المسيح,عباس محمود العقاد,30.00
هارى بوتر وحجر الفيلسوف,ج. ك. رولينج,55.00
عزازيل,يوسف زيدان,95.00
الوباء الذي قتل 180 ألف مصري,محمد ابو الغار,90.00
لوكاندة بير الوطاويط,أحمد مراد,65.00
صليب موسى,هيثم دبور,95.00
شبرا,نعيم صبرى,80.00
أطياف كاميليا,نورا ناجي,55.00
الطريق الى الله,أحمد بهجت,35.00
كتف بلا رأس,بدوي خليفة,60.00
فوات الحيوات,يوسف زيدان,50.00
خارج الدائرة,رانية حسين امين,35.00
أربعون,احمد الشقيرى,100.00
الشمندر,خالد الخميسى,78.00
برة الدايرة,رانية حسين امين,35.00
ورا القناع,رانية حسين امين,40.00
فردقان,يوسف زيدان,92.00
صافينى مرة,نعيم صبرى,55.00
شاَبيب,احمد خالد توفيق,90.00
موسم صيد الغزلان,أحمد مراد,60.00
1919,أحمد مراد,100.00
أرض الإله,أحمد مراد,75.00
أوروبا تاريخ وجيز,جون هيرست,78.00
مثل إيكاروس,احمد خالد توفيق,105.00
يوتوبيا,احمد خالد توفيق,65.00
الفيل الأزرق,أحمد مراد,70.00
لحظة تاريخ,محمد المنسي قنديل,100.00
فيرتيجو,أحمد مراد,60.00
تراب الماس,أحمد مراد,65.00
محال,يوسف زيدان,85.00
ظل الافعى,يوسف زيدان,36.00
قمر على سمرقند,محمد المنسي قنديل,100.00
النبطى,يوسف زيدان,60.00
الطنطورية,رضوى عاشور,140.00
ابو عمر المصرى,عز الدين شكرى فشير,80.00
حجرتان وصالة,ابراهيم اصلان,48.00
الامثال العامية,احمد تيمور باشا,210.00
وثانينا الكومى,خيرى شلبى,58.00
وكالة عطية,خيرى شلبى,120.00
يوم غائم فى البر الغربى,محمد المنسي قنديل,95.00
واحة الغروب,بهاء طاهر,75.00
تاكسى حواديت المشاوير,خالد الخميسى,58.00
لا أحد ينام فى الإسكندرية,ابراهيم عبد المجيد,100.00
ثلاثية غرناطة,رضوى عاشور,195.00
كل رجال الباشا محمد على وجيشه,خالد فهمى,200.00
انبياء الله,احمد بهجت,155.00
فن اللامبالاة,مارك مانسون,110.00
شهياً كالفراق,احلام مستغانمى,110.00
على مشارف الليل,رشا عدلي,100.00
حارس سطح العالم,بثينة العيسى,90.00
نقش البردى,مرفت عبد الناصر,80.00
استراحة نفسية,كريم إسماعيل,95.00
إلى الله,أمير منير,75.00
الزمن,مصطفى إبراهيم,45.00
اريد رجلا,نور عبد المجيد,100.00
رفقاء الليل,احمد خالد توفيق,65.00
موسوعة تراث مصري 2,ايمن عثمان,90.00
هوامش المقريزي,صلاح عيسى,90.00
كحل وحبهان,عمر طاهر,70.00
كتاب المواصلات,عمر طاهر,45.00
أفراح المقبرة,احمد خالد توفيق,50.00
مصر المملوكية 1/2,هانى حمزة,250.00
بئر الحرمان,احسان عبد القدوس,75.00
دم الخلفاء,وليد فكرى,65.00
ديزنى كوميكس 13المحقق ميكى,,65.00
ديزنى أكس ميكي 2قطار الاشباح,,90.00
أشياء رائعة,ريم بسيونى,70.00
النظارة السوداء,احسان عبد القدوس,60.00
سوف أحكى عنك,احمد مهنى,95.00
عبقرية محمد,عباس محمود العقاد,30.00
عبقرية الامام,عباس محمود العقاد,30.00
الحب فى المنفى,بهاء طاهر,100.00
موسم الهجرة الى الشمال,الطيب صالح,60.00
ملامح القاهرة فى الف سنة,جمال الغيطانى,40.00
